id,img_h,img_w,n_objs,n_lights,rnd_or_enc,seed_or_code,frame_num,total_microsec,update_time,render_time,additional
3,512,512,2,1,0,1626853060,10,33335,15778,16586,
3,512,512,2,1,0,1626853060,11,33001,16392,16934,
3,512,512,2,1,0,1626853060,12,32813,16036,16956,
3,512,512,2,1,0,1626853060,13,32540,15867,16935,
3,512,512,2,1,0,1626853060,14,33443,16027,16503,
3,512,512,2,1,0,1626853060,15,32876,16481,16953,
3,512,512,2,1,0,1626853060,16,32124,15777,17090,
3,512,512,2,1,0,1626853060,17,33583,15678,16437,
3,512,512,2,1,0,1626853060,18,32923,16592,16981,
3,512,512,2,1,0,1626853060,19,32194,15755,17159,
3,512,512,2,1,0,1626853060,20,33887,15801,16380,
3,512,512,2,1,0,1626853060,21,32660,16754,17121,
3,512,512,2,1,0,1626853060,22,32168,15534,17117,
3,512,512,2,1,0,1626853060,23,33910,15779,16378,
3,512,512,2,1,0,1626853060,24,32410,16674,17225,
3,512,512,2,1,0,1626853060,25,32304,15479,16920,
3,512,512,2,1,0,1626853060,26,34204,15995,16299,
3,512,512,2,1,0,1626853060,27,32074,16810,17386,
3,512,512,2,1,0,1626853060,28,32435,15360,16703,
3,512,512,2,1,0,1626853060,29,34324,16151,16274,
3,512,512,2,1,0,1626853060,30,31585,16824,17490,
3,512,512,2,1,0,1626853060,31,33049,15148,16427,
3,512,512,2,1,0,1626853060,32,34046,16659,16380,
3,512,512,2,1,0,1626853060,33,31735,16562,17475,
3,512,512,2,1,0,1626853060,34,32938,15277,16448,
3,512,512,2,1,0,1626853060,35,33942,16485,16445,
3,512,512,2,1,0,1626853060,36,31686,16412,17520,
3,512,512,2,1,0,1626853060,37,33150,15278,16396,
3,512,512,2,1,0,1626853060,38,33396,16585,16556,
3,512,512,2,1,0,1626853060,39,31781,16083,17304,
3,512,512,2,1,0,1626853060,40,33726,15485,16287,
3,512,512,2,1,0,1626853060,41,33101,16794,16922,
3,512,512,2,1,0,1626853060,42,31922,15943,17149,
3,512,512,2,1,0,1626853060,43,33837,15615,16295,
3,512,512,2,1,0,1626853060,44,32735,16794,17034,
3,512,512,2,1,0,1626853060,45,32210,15825,16901,
3,512,512,2,1,0,1626853060,46,33911,15866,16335,
3,512,512,2,1,0,1626853060,47,32598,16759,17142,
3,512,512,2,1,0,1626853060,48,32313,15692,16897,
3,512,512,2,1,0,1626853060,49,33678,15910,16392,
3,512,512,2,1,0,1626853060,50,32739,16559,17110,
4,512,512,2,1,0,1626853061,1,15909,15667,16742,
4,512,512,2,1,0,1626853061,2,30044,151,15750,
4,512,512,2,1,0,1626853061,3,32775,13698,16337,
4,512,512,2,1,0,1626853061,4,33174,16762,16003,
4,512,512,2,1,0,1626853061,5,32750,16907,16258,
4,512,512,2,1,0,1626853061,6,32946,16702,16039,
4,512,512,2,1,0,1626853061,7,33211,17009,15927,
4,512,512,2,1,0,1626853061,8,32821,16991,16206,
4,512,512,2,1,0,1626853061,9,32954,16747,16064,
4,512,512,2,1,0,1626853061,10,32997,16990,15954,
4,512,512,2,1,0,1626853061,11,32949,16939,16048,
4,512,512,2,1,0,1626853061,12,33053,16912,16027,
4,512,512,2,1,0,1626853061,13,32960,17025,16018,
4,512,512,2,1,0,1626853061,14,33022,16863,16088,
4,512,512,2,1,0,1626853061,15,33143,16799,16211,
4,512,512,2,1,0,1626853061,16,32925,16839,16294,
4,512,512,2,1,0,1626853061,17,32962,16690,16224,
4,512,512,2,1,0,1626853061,18,33629,16743,16210,
4,512,512,2,1,0,1626853061,19,32109,16682,16938,
4,512,512,2,1,0,1626853061,20,33040,15923,16176,
4,512,512,2,1,0,1626853061,21,33867,16903,16128,
4,512,512,2,1,0,1626853061,22,31951,16852,17005,
4,512,512,2,1,0,1626853061,23,33282,15695,16244,
4,512,512,2,1,0,1626853061,24,32431,16792,16480,
4,512,512,2,1,0,1626853061,25,32906,16035,16386,
4,512,512,2,1,0,1626853061,26,33269,16590,16306,
4,512,512,2,1,0,1626853061,27,32342,16736,16524,
4,512,512,2,1,0,1626853061,28,32918,16003,16329,
4,512,512,2,1,0,1626853061,29,33414,16679,16230,
4,512,512,2,1,0,1626853061,30,32027,16755,16646,
4,512,512,2,1,0,1626853061,31,33119,15816,16202,
4,512,512,2,1,0,1626853061,32,33830,16880,16229,
4,512,512,2,1,0,1626853061,33,31793,16767,17053,
4,512,512,2,1,0,1626853061,34,32977,15569,16212,
4,512,512,2,1,0,1626853061,35,33973,16821,16145,
4,512,512,2,1,0,1626853061,36,31661,16827,17136,
4,512,512,2,1,0,1626853061,37,32981,15456,16195,
4,512,512,2,1,0,1626853061,38,33907,16897,16072,
4,512,512,2,1,0,1626853061,39,31912,16895,17001,
4,512,512,2,1,0,1626853061,40,32907,15637,16265,
4,512,512,2,1,0,1626853061,41,33733,16774,16124,
4,512,512,2,1,0,1626853061,42,32001,16850,16873,
4,512,512,2,1,0,1626853061,43,33182,15834,16158,
4,512,512,2,1,0,1626853061,44,33441,16822,16351,
4,512,512,2,1,0,1626853061,45,31999,16569,16860,
4,512,512,2,1,0,1626853061,46,33262,15903,16086,
4,512,512,2,1,0,1626853061,47,33442,16921,16328,
4,512,512,2,1,0,1626853061,48,31971,16637,16796,
4,512,512,2,1,0,1626853061,49,33286,15879,16083,
4,512,512,2,1,0,1626853061,50,33500,17002,16275,
5,512,512,2,1,0,1626853063,1,16827,15647,768,
5,512,512,2,1,0,1626853063,2,36649,165,16652,
5,512,512,2,1,0,1626853063,3,28632,16435,20205,
5,512,512,2,1,0,1626853063,4,36816,12904,15714,
5,512,512,2,1,0,1626853063,5,30874,17186,19617,
5,512,512,2,1,0,1626853063,6,31363,13245,17617,
5,512,512,2,1,0,1626853063,7,32865,15269,16062,
5,512,512,2,1,0,1626853063,8,34235,16834,16019,
5,512,512,2,1,0,1626853063,9,33834,16922,17303,
5,512,512,2,1,0,1626853063,10,32470,15536,18286,
5,512,512,2,1,0,1626853063,11,32064,14295,18164,
5,512,512,2,1,0,1626853063,12,32421,14656,17398,
5,512,512,2,1,0,1626853063,13,32873,15447,16965,
5,512,512,2,1,0,1626853063,14,31803,15742,17122,
5,512,512,2,1,0,1626853063,15,39293,15634,16160,
5,512,512,2,1,0,1626853063,16,32142,16904,22380,
5,512,512,2,1,0,1626853063,17,33894,10461,21667,
5,512,512,2,1,0,1626853063,18,36123,11293,22589,
5,512,512,2,1,0,1626853063,19,26386,10455,25659,
5,512,512,2,1,0,1626853063,20,33083,7250,19126,
5,512,512,2,1,0,1626853063,21,33602,13813,19261,
5,512,512,2,1,0,1626853063,22,31855,13813,19779,
5,512,512,2,1,0,1626853063,23,34069,13191,18652,
5,512,512,2,1,0,1626853063,24,29648,14014,20043,
5,512,512,2,1,0,1626853063,25,31701,12463,17173,
5,512,512,2,1,0,1626853063,26,32816,15362,16328,
5,512,512,2,1,0,1626853063,27,33342,16678,16128,
5,512,512,2,1,0,1626853063,28,32453,16899,16433,
5,512,512,2,1,0,1626853063,29,32788,16358,16086,
5,512,512,2,1,0,1626853063,30,33310,16942,15837,
5,512,512,2,1,0,1626853063,31,34672,17200,16101,
5,512,512,2,1,0,1626853063,32,32582,16824,17836,
5,512,512,2,1,0,1626853063,33,32455,16404,16165,
5,512,512,2,1,0,1626853063,34,16709,16727,15707,
5,512,512,2,1,0,1626853063,35,33246,449,16242,
5,512,512,2,1,0,1626853063,36,32231,16805,16428,
5,512,512,2,1,0,1626853063,37,17554,16469,15748,
5,512,512,2,1,0,1626853063,38,31756,545,16998,
5,512,512,2,1,0,1626853063,39,32739,15707,16039,
5,512,512,2,1,0,1626853063,40,17956,16937,15789,
5,512,512,2,1,0,1626853063,41,31329,419,17525,
5,512,512,2,1,0,1626853063,42,32585,15336,15983,
5,512,512,2,1,0,1626853063,43,16750,17015,15560,
5,512,512,2,1,0,1626853063,44,32946,793,15947,
5,512,512,2,1,0,1626853063,45,32632,17000,15935,
5,512,512,2,1,0,1626853063,46,17952,17021,15602,
5,512,512,2,1,0,1626853063,47,32937,666,17277,
5,512,512,2,1,0,1626853063,48,31739,15556,17370,
5,512,512,2,1,0,1626853063,49,32126,15393,16333,
5,512,512,2,1,0,1626853063,50,17974,16644,15470,
6,512,512,4,1,0,1626853065,1,25806,15121,6305,
6,512,512,4,1,0,1626853065,2,41174,159,25639,
6,512,512,4,1,0,1626853065,3,32379,14535,26629,
6,512,512,4,1,0,1626853065,4,33050,6293,26076,
6,512,512,4,1,0,1626853065,5,33243,6894,26146,
6,512,512,4,1,0,1626853065,6,33075,6826,26403,
6,512,512,4,1,0,1626853065,7,32468,6560,26504,
6,512,512,4,1,0,1626853065,8,33042,6420,26037,
6,512,512,4,1,0,1626853065,9,36676,6979,26052,
6,512,512,4,1,0,1626853065,10,30898,6916,29746,
6,512,512,4,1,0,1626853065,11,32518,3166,27719,
6,512,512,4,1,0,1626853065,12,32884,4729,27777,
6,512,512,4,1,0,1626853065,13,32465,5136,27734,
6,512,512,4,1,0,1626853065,14,37755,5219,27235,
6,512,512,4,1,0,1626853065,15,30055,5732,32000,
6,512,512,4,1,0,1626853065,16,32456,860,29176,
6,512,512,4,1,0,1626853065,17,33207,3764,28678,
6,512,512,4,1,0,1626853065,18,32608,4328,28865,
6,512,512,4,1,0,1626853065,19,31222,4085,28512,
6,512,512,4,1,0,1626853065,20,33756,4386,26825,
6,512,512,4,1,0,1626853065,21,54889,6151,27592,
6,512,512,4,1,0,1626853065,22,46558,5367,49512,
6,512,512,4,1,0,1626853065,23,33045,16889,29657,
6,512,512,4,1,0,1626853065,24,32242,3248,29788,
6,512,512,4,1,0,1626853065,25,33173,3192,29040,
6,512,512,4,1,0,1626853065,26,32204,4004,29158,
6,512,512,4,1,0,1626853065,27,32494,3728,28462,
6,512,512,4,1,0,1626853065,28,33744,4499,27984,
6,512,512,4,1,0,1626853065,29,32178,5055,28678,
6,512,512,4,1,0,1626853065,30,32918,4220,27949,
6,512,512,4,1,0,1626853065,31,33742,5022,27885,
6,512,512,4,1,0,1626853065,32,31733,5145,28587,
6,512,512,4,1,0,1626853065,33,33332,4297,27426,
6,512,512,4,1,0,1626853065,34,33281,5509,27812,
6,512,512,4,1,0,1626853065,35,32058,5328,27939,
6,512,512,4,1,0,1626853065,36,33692,4883,27165,
6,512,512,4,1,0,1626853065,37,32690,5805,27877,
6,512,512,4,1,0,1626853065,38,32440,5218,27460,
6,512,512,4,1,0,1626853065,39,33589,5365,27064,
6,512,512,4,1,0,1626853065,40,32774,5907,27672,
6,512,512,4,1,0,1626853065,41,32738,5371,27391,
6,512,512,4,1,0,1626853065,42,33341,5498,27230,
6,512,512,4,1,0,1626853065,43,32420,5743,27586,
6,512,512,4,1,0,1626853065,44,33198,5506,26903,
6,512,512,4,1,0,1626853065,45,33300,5942,27246,
6,512,512,4,1,0,1626853065,46,32229,5708,27579,
6,512,512,4,1,0,1626853065,47,33735,5453,26765,
6,512,512,4,1,0,1626853065,48,33054,6126,27599,
6,512,512,4,1,0,1626853065,49,31959,5367,27678,
6,512,512,4,1,0,1626853065,50,33669,5537,26410,
7,512,512,4,1,0,1626853066,1,28870,5287,5669,
7,512,512,4,1,0,1626853066,2,33400,173,28684,
7,512,512,4,1,0,1626853066,3,31887,3603,29786,
7,512,512,4,1,0,1626853066,4,32118,2594,29282,
7,512,512,4,1,0,1626853066,5,33367,3641,28466,
7,512,512,4,1,0,1626853066,6,32848,4488,28869,
7,512,512,4,1,0,1626853066,7,32874,4068,28768,
7,512,512,4,1,0,1626853066,8,33192,4524,28338,
7,512,512,4,1,0,1626853066,9,32629,4293,28890,
7,512,512,4,1,0,1626853066,10,33456,4116,28501,
7,512,512,4,1,0,1626853066,11,32762,4826,28618,
7,512,512,4,1,0,1626853066,12,32473,3982,28770,
7,512,512,4,1,0,1626853066,13,33084,4147,28317,
7,512,512,4,1,0,1626853066,14,32260,4650,28422,
7,512,512,4,1,0,1626853066,15,32445,4527,27722,
7,512,512,4,1,0,1626853066,16,34200,5290,27145,
7,512,512,4,1,0,1626853066,17,32065,6194,27994,
7,512,512,4,1,0,1626853066,18,32683,4549,27506,
7,512,512,4,1,0,1626853066,19,34227,5504,27169,
7,512,512,4,1,0,1626853066,20,31752,5816,28401,
7,512,512,4,1,0,1626853066,21,33217,4565,27177,
7,512,512,4,1,0,1626853066,22,33942,5751,27454,
7,512,512,4,1,0,1626853066,23,31957,5775,28148,
7,512,512,4,1,0,1626853066,24,33250,4542,27399,
7,512,512,4,1,0,1626853066,25,33747,5537,27701,
7,512,512,4,1,0,1626853066,26,31392,5559,28175,
7,512,512,4,1,0,1626853066,27,34140,4436,26946,
7,512,512,4,1,0,1626853066,28,33385,6055,28076,
7,512,512,4,1,0,1626853066,29,31670,5146,28228,
7,512,512,4,1,0,1626853066,30,33651,4481,27180,
7,512,512,4,1,0,1626853066,31,33272,5773,27869,
7,512,512,4,1,0,1626853066,32,31730,5365,27897,
7,512,512,4,1,0,1626853066,33,34054,4752,26968,
7,512,512,4,1,0,1626853066,34,32934,6000,28045,
7,512,512,4,1,0,1626853066,35,31981,5217,27706,
7,512,512,4,1,0,1626853066,36,34124,4950,27019,
7,512,512,4,1,0,1626853066,37,32645,6003,28110,
7,512,512,4,1,0,1626853066,38,32735,4853,27781,
7,512,512,4,1,0,1626853066,39,33497,5195,27530,
7,512,512,4,1,0,1626853066,40,32626,5372,28116,
7,512,512,4,1,0,1626853066,41,32906,4890,27725,
7,512,512,4,1,0,1626853066,42,33275,5254,27643,
7,512,512,4,1,0,1626853066,43,32596,5269,27996,
7,512,512,4,1,0,1626853066,44,33119,5242,27343,
7,512,512,4,1,0,1626853066,45,32851,5396,27713,
7,512,512,4,1,0,1626853066,46,32971,5218,27622,
7,512,512,4,1,0,1626853066,47,33041,5591,27368,
7,512,512,4,1,0,1626853066,48,32756,5329,27701,
7,512,512,4,1,0,1626853066,49,32779,5255,27491,
7,512,512,4,1,0,1626853066,50,33985,5666,27102,
8,512,512,4,1,0,1626853068,1,36061,4021,17079,
8,512,512,4,1,0,1626853068,2,49160,170,35877,
8,512,512,4,1,0,1626853068,3,42892,8753,40388,
8,512,512,4,1,0,1626853068,4,49430,9539,33340,
8,512,512,4,1,0,1626853068,5,50517,15956,33464,
8,512,512,4,1,0,1626853068,6,52191,16290,34215,
8,512,512,4,1,0,1626853068,7,47180,15178,37002,
8,512,512,4,1,0,1626853068,8,48320,12912,34258,
8,512,512,4,1,0,1626853068,9,53325,15084,33225,
8,512,512,4,1,0,1626853068,10,50336,16645,36669,
8,512,512,4,1,0,1626853068,11,47805,12695,37630,
8,512,512,4,1,0,1626853068,12,50533,12342,35436,
8,512,512,4,1,0,1626853068,13,49994,13818,36704,
8,512,512,4,1,0,1626853068,14,51455,12871,37112,
8,512,512,4,1,0,1626853068,15,44111,12545,38898,
8,512,512,4,1,0,1626853068,16,52236,10437,33663,
8,512,512,4,1,0,1626853068,17,47143,15928,36298,
8,512,512,4,1,0,1626853068,18,49898,13095,34037,
8,512,512,4,1,0,1626853068,19,53851,15465,34421,
8,512,512,4,1,0,1626853068,20,53062,15011,38829,
8,512,512,4,1,0,1626853068,21,41804,10723,42328,
8,512,512,4,1,0,1626853068,22,50205,7334,34459,
8,512,512,4,1,0,1626853068,23,54429,15211,34982,
8,512,512,4,1,0,1626853068,24,55099,14370,40047,
8,512,512,4,1,0,1626853068,25,41309,9562,45526,
8,512,512,4,1,0,1626853068,26,50574,4065,37232,
8,512,512,4,1,0,1626853068,27,48506,12330,38232,
8,512,512,4,1,0,1626853068,28,56342,11476,37018,
8,512,512,4,1,0,1626853068,29,50555,12601,43729,
8,512,512,4,1,0,1626853068,30,41595,5895,44649,
8,512,512,4,1,0,1626853068,31,54465,5029,36556,
8,512,512,4,1,0,1626853068,32,40942,12732,41723,
8,512,512,4,1,0,1626853068,33,52258,7895,33035,
8,512,512,4,1,0,1626853068,34,47036,16661,35587,
8,512,512,4,1,0,1626853068,35,50522,13861,33164,
8,512,512,4,1,0,1626853068,36,48956,16126,34385,
8,512,512,4,1,0,1626853068,37,48996,15094,33851,
8,512,512,4,1,0,1626853068,38,53672,15529,33455,
8,512,512,4,1,0,1626853068,39,45786,16065,37596,
8,512,512,4,1,0,1626853068,40,51964,11866,33909,
8,512,512,4,1,0,1626853068,41,47746,15615,36338,
8,512,512,4,1,0,1626853068,42,67333,12968,34767,
8,512,512,4,1,0,1626853068,43,52843,14953,52369,
8,512,512,4,1,0,1626853068,44,58612,13929,38902,
8,512,512,4,1,0,1626853068,45,36322,10730,47871,
8,512,512,4,1,0,1626853068,46,48044,1755,34556,
8,512,512,4,1,0,1626853068,47,48631,15038,32995,
8,512,512,4,1,0,1626853068,48,35137,16744,31876,
8,512,512,4,1,0,1626853068,49,47697,974,34152,
8,512,512,4,1,0,1626853068,50,48905,15148,32537,
9,512,512,4,1,0,1626853071,1,32422,574,17142,
9,512,512,4,1,0,1626853071,2,46114,173,32240,
9,512,512,4,1,0,1626853071,3,46830,12395,33709,
9,512,512,4,1,0,1626853071,4,38553,15793,31026,
9,512,512,4,1,0,1626853071,5,44555,1963,36581,
9,512,512,4,1,0,1626853071,6,34114,12712,31832,
9,512,512,4,1,0,1626853071,7,49156,1180,32925,
9,512,512,4,1,0,1626853071,8,33897,16784,32362,
9,512,512,4,1,0,1626853071,9,52734,482,33404,
9,512,512,4,1,0,1626853071,10,43821,16270,36453,
9,512,512,4,1,0,1626853071,11,35954,13180,30630,
9,512,512,4,1,0,1626853071,12,47191,2341,33604,
9,512,512,4,1,0,1626853071,13,34543,15629,31551,
9,512,512,4,1,0,1626853071,14,48988,1353,33180,
9,512,512,4,1,0,1626853071,15,48285,16527,32451,
9,512,512,4,1,0,1626853071,16,35755,17164,31110,
9,512,512,4,1,0,1626853071,17,47029,1789,33956,
9,512,512,4,1,0,1626853071,18,34649,15680,31339,
9,512,512,4,1,0,1626853071,19,48292,1630,33009,
9,512,512,4,1,0,1626853071,20,34295,16704,31577,
9,512,512,4,1,0,1626853071,21,50954,1266,33020,
9,512,512,4,1,0,1626853071,22,48372,16677,34267,
9,512,512,4,1,0,1626853071,23,48131,15303,33058,
9,512,512,4,1,0,1626853071,24,35082,16642,31480,
9,512,512,4,1,0,1626853071,25,49369,1384,33688,
9,512,512,4,1,0,1626853071,26,47471,15949,33411,
9,512,512,4,1,0,1626853071,27,41482,16267,31193,
9,512,512,4,1,0,1626853071,28,41740,1787,39685,
9,512,512,4,1,0,1626853071,29,34082,9942,31788,
9,512,512,4,1,0,1626853071,30,48794,1179,32894,
